timestamp,bytes_in,bytes_out
2025-09-01 20:09:07.242913,86,0
2025-09-01 20:09:08.282201,230,260
2025-09-01 20:09:09.317994,184,102
2025-09-01 20:09:10.339016,74,0
2025-09-01 20:09:11.372620,86,0
2025-09-01 20:09:12.413571,0,0
2025-09-01 20:09:13.445941,466,0
2025-09-01 20:09:14.478947,0,240
2025-09-01 20:09:15.517371,86,90
2025-09-01 20:09:16.555024,285,0
2025-09-01 20:09:17.589322,234,148
2025-09-01 20:09:18.614872,0,0
2025-09-01 20:09:19.639375,316,90
2025-09-01 20:09:20.659700,248,451
2025-09-01 20:09:21.689701,86,0
2025-09-01 20:09:22.721052,983,4425
2025-09-01 20:09:23.753121,14968,4505
2025-09-01 20:09:24.782416,369,120
2025-09-01 20:09:25.819533,316,0
2025-09-01 20:09:26.846521,86,260
2025-09-01 20:09:27.873309,66,55
2025-09-01 20:09:28.909432,42,42
2025-09-01 20:09:29.943311,258,102
2025-09-01 20:09:30.980042,263,1070
2025-09-01 20:09:32.003520,316,170
2025-09-01 20:09:33.031003,86,90
2025-09-01 20:09:34.055631,0,0
2025-09-01 20:09:35.088739,86,0
2025-09-01 20:09:36.105490,0,0
2025-09-01 20:09:37.119600,86,0
2025-09-01 20:09:38.136792,272,192
2025-09-01 20:09:39.156577,86,110
2025-09-01 20:09:40.173508,334,0
2025-09-01 20:09:41.196721,7631,3558
2025-09-01 20:09:42.236939,1322,377
2025-09-01 20:09:43.276248,271,0
2025-09-01 20:09:44.308168,333,240
2025-09-01 20:09:45.333633,103,145
2025-09-01 20:09:46.372182,302,86
2025-09-01 20:09:47.404734,86,0
2025-09-01 20:09:48.437909,0,0
2025-09-01 20:09:49.493067,562,250
2025-09-01 20:09:50.523223,0,260
2025-09-01 20:09:51.548663,474,0
2025-09-01 20:09:52.583940,209,42
2025-09-01 20:09:53.625100,86,0
2025-09-01 20:09:54.665542,1799,2709
2025-09-01 20:09:55.700649,316,74
2025-09-01 20:09:56.741360,0,260
2025-09-01 20:09:57.769935,86,0
2025-09-01 20:09:58.791926,0,0
2025-09-01 20:09:59.830834,128,42
2025-09-01 20:10:00.862111,167,120
2025-09-01 20:10:01.888853,316,170
2025-09-01 20:10:02.928930,150,90
2025-09-01 20:10:03.976755,4496,0
2025-09-01 20:10:05.011695,4472,148
2025-09-01 20:10:06.043908,86,0
2025-09-01 20:10:07.082778,4172,4070
2025-09-01 20:10:08.118264,476,322
2025-09-01 20:10:09.158596,140,383
2025-09-01 20:10:10.197900,258,102
2025-09-01 20:10:11.228390,0,0
2025-09-01 20:10:12.257044,86,0
2025-09-01 20:10:13.303197,42,42
2025-09-01 20:10:14.340270,86,150
2025-09-01 20:10:15.382902,0,90
2025-09-01 20:10:16.420392,152,55
2025-09-01 20:10:17.449723,0,0
2025-09-01 20:10:18.477779,86,0
2025-09-01 20:10:19.497156,230,0
2025-09-01 20:10:20.508946,773,956
2025-09-01 20:10:21.518556,25205,19684
2025-09-01 20:10:22.533484,86,148
2025-09-01 20:10:23.544326,0,74
2025-09-01 20:10:24.557872,189,0
2025-09-01 20:10:25.569667,709,250
2025-09-01 20:10:26.582075,5012,5552
2025-09-01 20:10:27.594148,1002,326
2025-09-01 20:10:28.604839,170,0
2025-09-01 20:10:29.617628,256,102
2025-09-01 20:10:30.634230,128,116
2025-09-01 20:10:31.646030,230,0
2025-09-01 20:10:32.662730,214,318
2025-09-01 20:10:33.677624,0,0
2025-09-01 20:10:34.689552,86,0
2025-09-01 20:10:35.703011,0,0
2025-09-01 20:10:36.715795,86,0
2025-09-01 20:10:37.730389,4836,4049
2025-09-01 20:10:38.746978,86,170
2025-09-01 20:10:39.761001,187,312
2025-09-01 21:24:00.836343,0,0
2025-09-01 21:24:01.856163,0,0
2025-09-01 21:24:02.870946,0,0
2025-09-01 21:24:03.885627,0,0
2025-09-01 21:24:04.900148,0,0
2025-09-01 21:24:05.913268,0,0
2025-09-01 21:24:06.928009,0,0
2025-09-01 21:24:07.939477,0,0
2025-09-01 21:24:08.960176,0,0
2025-09-01 21:24:09.976064,0,0
2025-09-01 21:24:10.988416,0,0
2025-09-01 21:24:12.005589,0,0
2025-09-01 21:24:13.024029,0,0
2025-09-01 21:24:14.038025,0,0
2025-09-01 21:24:15.051682,0,0
2025-09-01 21:24:16.070695,0,0
2025-09-01 21:24:17.085200,0,0
2025-09-01 21:24:18.105451,0,0
2025-09-01 21:24:19.124811,0,0
2025-09-01 21:24:20.149576,0,0
2025-09-01 21:24:21.163785,0,0
2025-09-01 21:24:22.186274,0,0
2025-09-01 21:24:23.209131,0,0
2025-09-01 21:24:24.230890,0,0
2025-09-01 21:24:25.251401,0,0
2025-09-01 21:24:26.270619,0,0
2025-09-01 21:24:27.285893,0,0
2025-09-01 21:24:28.306701,0,0
2025-09-01 21:24:29.326941,0,0
2025-09-01 21:24:30.345851,0,0
2025-09-01 21:24:31.365624,0,0
2025-09-01 21:24:32.386860,0,0
2025-09-01 21:24:33.402260,0,0
2025-09-01 21:24:34.417192,0,0
2025-09-01 21:24:35.432632,0,0
2025-09-01 21:24:36.459651,0,0
2025-09-01 21:24:37.479207,0,0
2025-09-01 21:24:38.493645,0,0
2025-09-01 21:24:39.512714,0,0
2025-09-01 21:24:40.526213,0,0
2025-09-01 21:24:41.546873,0,0
2025-09-01 21:24:42.568925,0,0
2025-09-01 21:24:43.585603,0,0
2025-09-01 21:24:44.606277,0,0
2025-09-01 21:24:45.650377,0,0
2025-09-01 21:24:46.704594,0,0
2025-09-01 21:24:47.764574,0,0
2025-09-01 21:24:48.841387,0,0
2025-09-01 21:24:49.923123,0,0
2025-09-01 21:24:50.973615,0,0
2025-09-01 21:24:52.038943,0,0
2025-09-01 21:24:53.097625,0,0
2025-09-01 21:24:54.197502,0,0
2025-09-01 21:24:55.269949,0,0
2025-09-01 21:24:56.319893,0,0
2025-09-01 21:24:57.390551,0,0
2025-09-01 21:24:58.464618,0,0
2025-09-01 21:24:59.742418,0,0
2025-09-01 21:25:00.785542,0,0
2025-09-01 21:25:01.834114,0,0
2025-09-01 21:25:02.889716,0,0
2025-09-01 21:25:03.957797,0,0
2025-09-01 21:25:05.237718,0,0
2025-09-01 21:25:06.389160,0,0
2025-09-01 21:25:07.457073,0,0
2025-09-01 21:25:08.499055,0,0
2025-09-01 21:25:09.547587,0,0
2025-09-01 21:25:10.605631,0,0
2025-09-01 21:25:11.683348,0,0
2025-09-01 21:25:12.756374,0,0
2025-09-01 21:25:13.811258,0,0
2025-09-01 21:25:14.851366,0,0
2025-09-01 21:25:15.889388,0,0
2025-09-01 21:25:16.946373,0,0
2025-09-01 21:25:18.045246,0,0
2025-09-01 21:25:19.077282,0,0
2025-09-01 21:25:20.101478,0,0
2025-09-01 21:25:21.122524,0,0
2025-09-01 21:25:22.209303,449,836
2025-09-01 21:25:23.452181,26483,14947
2025-09-01 21:25:24.633689,48146,24902
2025-09-01 21:25:25.669892,319590,52409
2025-09-01 21:25:26.750671,231902,19094
2025-09-01 21:25:27.844334,52873,23681
2025-09-01 21:25:28.891100,35860,31601
2025-09-01 21:25:29.923742,117856,15395
2025-09-01 21:25:30.959963,43472,14730
2025-09-01 21:25:32.005876,153898,42025
2025-09-01 21:25:33.055549,70310,24285
2025-09-01 21:25:34.398286,154488,35395
2025-09-01 21:25:35.472254,22993,21139
2025-09-01 21:25:36.518293,11501,7881
2025-09-01 21:25:37.814538,77358,14033
2025-09-01 21:25:38.890693,73728,38125
2025-09-01 21:25:39.926658,17833,6776
2025-09-01 21:25:40.957890,8323,3024
2025-09-01 21:25:41.996566,71878,7765
2025-09-01 21:25:43.032164,58438,6469
2025-09-01 21:25:44.063376,1906,2116
2025-09-01 21:25:45.080779,508,196
2025-09-01 21:25:46.095808,8731,1733
2025-09-01 21:25:47.112000,398,214
2025-09-01 21:25:48.366496,42,0
2025-09-01 21:25:49.390210,250,306
2025-09-01 21:25:50.405452,13399,14271
2025-09-01 21:25:51.420698,358,260
2025-09-01 21:25:52.440021,264,566
2025-09-01 21:25:53.460969,194,373
2025-09-01 21:25:54.478713,59795,5440
2025-09-01 21:25:55.491775,75502,3801
2025-09-01 21:25:56.506024,272,242
2025-09-01 21:25:57.520671,114414,7123
2025-09-01 21:25:58.536183,4677,7786
2025-09-01 21:25:59.556130,128,0
2025-09-01 21:42:11.948354,236,0
2025-09-01 21:42:12.965548,0,0
2025-09-01 21:42:13.985007,86,74
2025-09-01 21:42:15.009228,230,170
2025-09-01 21:42:16.027053,86,90
2025-09-01 21:42:17.049332,0,0
2025-09-01 21:42:18.076083,258,102
2025-09-01 21:42:19.092488,42,42
2025-09-01 21:42:20.111699,86,0
2025-09-01 21:42:21.132386,230,0
2025-09-01 21:42:22.151022,86,190
2025-09-01 21:42:23.166741,86,86
2025-09-01 21:42:24.180068,86,0
2025-09-01 21:42:25.194902,0,0
2025-09-01 21:42:26.215568,86,0
2025-09-01 21:42:27.238470,284,54
2025-09-01 21:42:28.253678,600,496
2025-09-01 21:42:29.269294,2165,2284
2025-09-01 21:42:30.284140,86,0
2025-09-01 21:42:31.302288,0,0
2025-09-01 21:42:32.328532,86,0
2025-09-01 21:42:33.345582,1240,2783
2025-09-01 21:42:34.363252,2997,1651
2025-09-01 21:42:35.390918,122,0
2025-09-01 21:42:36.411857,278,97
2025-09-01 21:42:37.426402,11364,4242
2025-09-01 21:42:38.449380,45952,1550
2025-09-01 21:42:39.467536,230,260
2025-09-01 21:42:40.482603,218,110
2025-09-01 21:42:41.506006,66,55
2025-09-01 21:42:42.525111,86,0
2025-09-01 21:42:43.539962,0,54
2025-09-01 21:42:44.552746,553,384
2025-09-01 21:42:45.569488,316,346
2025-09-01 21:42:46.584855,128,97
2025-09-01 21:42:47.599766,54,0
2025-09-01 21:42:48.618221,194,171
2025-09-01 21:42:49.633506,236,75
2025-09-01 21:42:50.655204,86,0
2025-09-01 21:42:51.681957,230,110
2025-09-01 21:42:52.699553,140,220
2025-09-01 21:42:53.717049,0,0
2025-09-01 21:42:54.735923,86,0
2025-09-01 21:42:55.759803,0,0
2025-09-01 21:42:56.775731,316,0
2025-09-01 21:42:57.796967,98,362
2025-09-01 21:42:58.818668,268,186
2025-09-01 21:42:59.842584,0,0
2025-09-01 21:43:00.862394,86,0
2025-09-01 21:43:01.884455,0,0
2025-09-01 21:43:02.904184,86,0
2025-09-01 21:43:03.919928,2041,1853
2025-09-01 21:43:04.937246,8526,0
2025-09-01 21:43:05.953949,380,0
2025-09-01 21:43:06.968698,86,0
2025-09-01 21:43:07.988993,0,0
2025-09-01 21:43:09.009901,402,236
2025-09-01 21:43:10.026548,0,110
2025-09-01 21:43:11.045660,86,0
2025-09-01 21:43:12.067219,357,414
2025-09-01 21:43:13.084819,278,42
2025-09-01 21:43:14.104878,66,55
2025-09-01 21:43:15.127256,316,0
2025-09-01 21:43:16.144781,0,260
2025-09-01 21:43:17.159513,86,0
2025-09-01 21:43:18.177446,172,102
2025-09-01 21:43:19.197119,170,84
2025-09-01 21:43:20.215544,0,0
2025-09-01 21:43:21.233245,316,0
2025-09-01 21:43:22.252028,66,225
2025-09-01 21:43:23.269598,172,165
2025-09-01 21:43:24.290505,0,0
2025-09-01 21:43:25.314989,86,55
2025-09-01 21:43:26.331019,66,0
2025-09-01 21:43:27.350694,316,260
2025-09-01 21:43:28.374054,0,0
2025-09-01 21:43:29.389416,86,0
2025-09-01 21:43:30.408173,0,0
2025-09-01 21:43:31.429339,86,0
2025-09-01 21:43:32.448722,0,0
2025-09-01 21:43:33.465417,1191,2750
2025-09-01 21:43:34.493524,152,239
2025-09-01 21:43:35.509668,86,0
2025-09-01 21:43:36.522266,0,0
2025-09-01 21:43:37.544954,86,0
2025-09-01 21:43:38.566548,344,188
2025-09-01 21:43:39.586037,230,240
2025-09-01 21:43:40.601060,0,90
2025-09-01 21:43:41.618818,86,0
2025-09-01 21:43:42.640694,236,0
2025-09-01 21:43:43.659293,285,148
2025-09-01 21:43:44.679227,0,0
2025-09-01 21:43:45.694849,230,150
2025-09-01 21:43:46.710358,0,110
2025-09-01 21:43:47.727334,86,0
2025-09-01 21:43:48.744858,2215,1723
2025-09-01 21:43:49.758872,0,0
2025-09-01 21:43:50.780072,0,0
2025-09-01 21:43:51.804204,316,170
2025-09-01 21:43:52.820792,0,90
2025-09-01 21:43:53.839378,86,0
2025-09-01 21:43:54.864258,0,0
2025-09-01 21:43:55.885395,86,0
2025-09-01 21:43:56.907810,284,170
2025-09-01 21:43:57.932776,258,192
2025-09-01 21:43:58.953064,66,55
2025-09-01 21:43:59.972459,86,0
2025-09-01 21:44:00.997204,0,0
2025-09-01 21:44:02.021657,182,42
2025-09-01 21:44:03.041515,370,291
2025-09-01 21:44:04.058941,1129,110
2025-09-01 21:44:05.076355,7927,0
2025-09-01 21:44:06.099711,86,0
2025-09-01 21:44:07.120761,140,0
2025-09-01 21:44:08.136938,519,605
2025-09-01 21:44:09.166351,230,0
2025-09-01 21:44:10.183672,140,244
2025-09-01 21:44:11.195933,172,0
2025-09-01 21:44:12.215829,208,0
2025-09-01 21:44:13.235535,0,0
2025-09-01 21:44:14.255107,86,0
2025-09-04 18:53:17.933034,0,2698
2025-09-04 18:53:18.943920,349,89
2025-09-04 18:53:19.960977,702,250
2025-09-04 18:53:20.971530,521,125
2025-09-04 18:53:21.985185,0,260
2025-09-04 18:53:22.999198,128,42
2025-09-04 18:53:24.015017,4410,0
2025-09-04 18:53:25.028288,4683,1154
2025-09-04 18:53:26.043406,2163,55
2025-09-04 18:53:27.059618,3204,0
2025-09-04 18:53:28.074385,7479,602
2025-09-04 18:53:29.097347,29419,22245
2025-09-04 18:53:30.108440,0,0
2025-09-04 18:53:31.120879,86,0
2025-09-04 18:53:32.136240,0,0
2025-09-04 18:53:33.146191,316,130
2025-09-04 18:53:34.157675,0,200
2025-09-04 18:53:35.171601,5406,161
2025-09-04 18:53:36.186694,86,75
2025-09-04 18:53:37.196609,258,150
2025-09-04 18:53:38.212832,0,0
2025-09-04 18:53:39.225044,466,170
2025-09-04 18:53:40.235111,0,90
2025-09-04 18:53:41.251300,86,0
2025-09-04 18:53:42.267025,0,0
2025-09-04 18:53:43.279357,128,42
2025-09-04 18:53:44.293920,86,75
2025-09-04 18:53:45.309947,382,205
2025-09-04 18:53:46.321912,0,110
2025-09-04 18:53:47.340826,86,0
2025-09-04 18:53:48.355662,0,0
2025-09-04 18:53:49.365482,86,75
2025-09-04 18:53:50.378228,627,498
2025-09-04 18:53:51.388989,579,190
2025-09-04 18:53:52.401709,113,0
2025-09-04 18:53:53.414628,86,0
2025-09-04 18:53:54.430668,0,0
2025-09-04 18:53:55.442836,199,0
2025-09-04 18:53:56.455653,113,74
2025-09-04 18:53:57.469363,316,240
2025-09-04 18:53:58.485133,116,132
2025-09-04 18:53:59.501793,86,0
2025-09-04 18:54:00.516144,113,0
2025-09-04 18:54:01.536168,332,222
2025-09-04 18:54:02.548387,0,0
2025-09-04 18:54:03.561713,316,205
2025-09-04 18:54:04.592173,120,110
2025-09-04 18:54:05.609751,86,202
2025-09-04 18:54:06.630758,691,370
2025-09-04 18:54:07.648050,86,0
2025-09-04 18:54:08.659769,0,0
2025-09-04 18:54:09.676657,1213,771
2025-09-04 18:54:10.692081,9904,3229
2025-09-04 18:54:11.704828,86,0
2025-09-04 18:54:12.728687,96,96
2025-09-04 18:54:13.759540,86,0
2025-09-04 18:54:14.769951,230,0
2025-09-04 18:54:15.785038,236,240
2025-09-29 14:29:35.172016,0,0
2025-09-29 14:29:36.194670,316,150
2025-09-29 14:29:37.219517,0,180
2025-09-29 14:29:38.244245,86,0
2025-09-29 14:29:39.265432,140,144
2025-09-29 14:29:40.287218,86,204
2025-09-29 14:29:41.324482,316,177
2025-09-29 14:29:42.390658,86,0
2025-09-29 14:29:43.431025,634,288
2025-09-29 14:29:44.479821,86,0
2025-09-29 14:29:45.501283,0,0
2025-09-29 14:29:46.521472,86,0
2025-09-29 14:29:47.548520,1509,757
2025-09-29 14:29:48.568282,8671,857
2025-09-29 14:29:49.590654,0,75
2025-09-29 14:29:54.441170,140,246
2025-09-29 14:29:55.461687,0,156
2025-09-29 14:29:56.482697,86,102
2025-10-24 13:51:37.767257,4713790,172409
2025-10-24 13:51:38.782090,5125462,114918
2025-10-24 13:51:39.793785,3807884,115016
2025-10-24 13:51:40.807818,4541434,127470
2025-10-24 13:51:41.821409,5460606,219554
2025-10-24 13:51:42.834172,4139833,139350
2025-10-24 13:51:43.845151,4899286,106896
2025-10-24 13:51:44.859756,3736123,120890
2025-10-24 13:51:45.876825,5838893,135230
2025-10-24 13:51:46.890305,4023565,124436
2025-10-24 13:51:47.910474,5098273,134463
2025-10-24 13:51:48.929159,4219313,110166
2025-10-24 13:51:49.942288,4831778,109052
2025-10-24 13:51:50.956375,4287147,119577
2025-10-24 13:51:51.971332,4288544,122260
2025-10-24 13:51:52.984591,5644579,142178
2025-10-24 13:51:53.997083,4509936,119534
2025-10-24 13:51:55.012678,5769301,139206
2025-10-24 13:51:56.026918,4425341,88158
2025-10-26 12:50:02.497008,537,392
2025-10-26 12:50:03.510438,186,183
2025-10-26 12:50:04.521630,86,0
2025-10-26 12:50:05.531360,172,150
2025-10-26 12:50:06.542352,160,129
2025-10-26 12:50:07.557365,150,0
2025-10-26 12:50:08.570510,316,252
2025-10-26 12:50:09.581457,0,54
2025-10-26 12:50:10.602447,172,86
2025-10-26 12:50:11.625834,86,75
2025-10-26 12:50:12.644212,258,102
2025-10-26 12:50:13.688002,0,0
2025-10-26 12:50:14.708864,316,184
2025-10-26 12:50:15.732931,0,308
2025-10-26 12:50:16.757941,86,55
2025-10-26 12:50:17.777312,0,0
2025-10-26 12:50:18.786490,86,0
2025-10-26 12:50:19.799768,0,0
2025-10-26 12:50:20.813760,444,339
2025-10-26 12:50:21.824555,0,90
2025-10-26 12:50:22.836557,431,121
2025-10-26 12:50:23.850709,5453,75
2025-10-26 12:50:24.859802,3453,0
2025-10-26 12:50:25.872700,128,117
2025-10-26 12:50:26.885925,316,220
2025-10-27 10:50:14.129870,1233022,52934
2025-10-27 10:50:15.140328,1418916,57590
2025-10-27 10:50:16.152035,1031998,43277
2025-10-27 10:50:17.161659,977996,40052
2025-10-27 10:50:18.174518,412128,37130
2025-10-27 10:50:19.185822,1282867,60291
2025-10-27 10:50:20.193756,1540776,49769
2025-10-27 10:50:21.207318,811892,22154
2025-10-27 10:50:22.221761,557534,22022
2025-10-27 10:50:23.230810,342025,29430
2025-10-27 10:50:24.244370,376553,18937
2025-10-27 10:50:25.258157,203614,7142
2025-10-27 10:50:26.268190,550382,15266
2025-10-27 10:50:27.279221,830572,36190
2025-10-27 10:50:28.293096,946059,49173
2025-11-01 15:09:52.701455,0,0
2025-11-01 15:09:53.715361,402,75
2025-11-01 15:09:54.727298,0,232
2025-11-01 15:09:55.739693,86,0
2025-11-01 15:09:56.752562,4030,0
2025-11-01 15:09:57.766825,4876,0
2025-11-01 15:09:58.781767,0,0
2025-11-01 15:09:59.795970,466,0
2025-11-01 15:10:00.810139,4164,10668
2025-11-01 15:10:01.824101,1670,315
2025-11-01 15:10:02.837045,0,0
2025-11-01 15:10:03.850474,0,0
2025-11-01 15:10:04.863975,132,185
2025-11-01 15:10:05.878516,402,204
2025-11-01 15:10:06.894677,270,332
2025-11-01 15:10:07.908983,562,304
2025-11-01 15:10:08.922212,0,0
2025-11-01 15:10:09.939057,279,109
2025-11-01 15:10:10.953423,0,0
2025-11-01 15:10:11.974314,561,473
2025-11-01 15:10:12.988403,0,54
2025-11-01 15:10:14.002212,86,0
2025-11-01 15:10:15.016731,0,0
2025-11-01 15:10:16.032105,86,0
2025-11-01 15:10:17.044729,1207,0
2025-11-01 15:10:18.057934,1223,150
2025-11-01 15:10:19.074084,0,152
2025-11-01 15:10:20.088179,86,0
2025-11-01 15:10:21.101188,0,0
2025-11-01 15:10:22.115598,2657,0
2025-11-01 15:10:23.129738,2571,0
2025-11-01 15:10:24.142739,316,150
2025-11-01 15:10:25.156362,1110,152
2025-11-01 15:10:26.169827,3009,0
2025-11-01 15:10:27.181271,1437,102
2025-11-01 15:10:28.195902,404,218
2025-11-01 15:10:29.209646,86,75
2025-11-08 12:13:30.659480,63168,1848
2025-11-08 12:13:31.681203,55358,1386
2025-11-08 12:13:32.698011,60916,1782
2025-11-08 12:13:33.720244,48335,6138
2025-11-08 12:13:34.733111,64088,10181
2025-11-08 12:13:35.751236,72807,6655
2025-11-08 12:13:36.777001,52726,1593
2025-11-08 12:13:37.793589,89837,6523
2025-11-08 12:13:38.811943,48232,2628
2025-11-08 12:13:39.838389,81497,7942
2025-11-08 12:13:40.858286,71064,1848
2025-11-08 12:13:41.875308,130765,7909
2025-11-08 12:13:42.895525,130110,2574
2025-11-08 12:13:43.911818,88661,8227
2025-11-08 12:13:44.929420,84454,2402
2025-11-08 12:13:45.949951,145151,8228
2025-11-08 12:13:46.968860,225078,5742
2025-11-08 12:13:47.984636,309651,12199
2025-11-08 12:13:49.003514,269946,7008
2025-11-08 12:13:50.018839,153544,7897
2025-11-08 12:13:51.033949,43794,2182
2025-11-08 12:13:52.052339,20658,5195
2025-11-08 12:13:53.069870,25000,792
2025-11-08 12:13:54.089282,24614,4897
2025-11-08 12:13:55.111176,32125,1632
2025-11-08 12:13:56.128607,42004,5731
2025-11-08 12:13:57.144400,27858,1074
2025-11-08 12:13:58.166158,29699,5480
2025-11-08 12:13:59.187174,44229,870
2025-11-08 12:14:00.209564,21683,5545
2025-11-08 12:14:01.230390,12907,66
2025-11-08 12:14:02.247712,17840,7713
2025-11-08 12:14:03.274987,23044,1102
2025-11-08 12:14:04.295555,11125,4741
2025-11-08 12:14:05.314088,13894,691
2025-11-08 12:14:06.337082,17137,4807
2025-11-08 12:14:07.358058,17291,913
2025-11-08 12:14:08.374746,7072,4807
2025-11-08 12:14:09.391888,12623,2054
2025-11-08 12:14:10.418954,7136,4698
2025-11-08 12:14:11.440732,4068,381
2025-11-08 12:14:12.457137,5772,66
2025-11-08 12:14:13.474902,6963,6158
2025-11-08 12:14:14.498491,6010,4703
2025-11-08 12:14:15.511737,2829,212
2025-11-08 12:14:16.532090,10337,7430
2025-11-24 14:47:03.087262,952,486
2025-11-24 14:47:04.109448,2532,42
2025-11-24 14:47:05.136470,406,0
2025-11-24 14:47:06.159911,110,0
2025-11-24 14:47:07.178691,174,228
2025-11-24 14:47:08.203533,510,237
2025-11-24 14:47:09.219488,60,42
2025-11-24 14:47:10.236344,0,0
2025-11-26 10:02:00.811036,21371,25096
2025-11-26 10:02:01.840096,25212,30032
2025-11-26 10:02:02.862032,23867,36512
2025-11-26 10:02:03.885513,27420,23418
2025-11-26 10:02:04.912735,9762,43008
2025-11-26 10:02:05.941388,10284,25785
2025-11-26 10:02:06.965192,3344,21440
2025-11-26 10:02:07.986950,15187,19605
2025-11-26 10:02:09.009302,56742,34670
2025-11-26 10:02:10.032391,37254,33723
2025-11-26 10:02:11.053278,136570,34566
